"Hugo Symbol","Entrez Gene ID","OncoKB Annotated","Is Oncogene","Is Tumor Suppressor Gene"
"IKZF2",22807,0,0,0
"IL2",3558,0,0,0
"IL6ST",3572,0,0,0
"INPP5D",3635,0,0,0
"IRF2",3660,0,0,0
"IRS4",8471,0,0,0
"JAZF1",221895,0,0,0
"KAT6B",23522,0,0,0
"KCNJ5",3762,0,0,0
"KDM2B",84678,0,0,0
"KDM4C",23081,0,0,0
"KEL",3792,0,0,0
"KLF2",10365,1,0,1
"KLF3",51274,1,0,1
"KLF6",1316,0,0,0
"KLK2",3817,0,0,0
"KNL1",57082,0,0,0
"KTN1",3895,0,0,0
"LARP4B",23185,1,0,0
"LCP1",3936,0,0,0
"LIFR",3977,0,0,0
"LMNA",4000,0,0,0
"LRIG3",121227,0,0,0
"LRP5",4041,1,1,1
"LRP6",4040,1,1,0
"LRRK2",120892,0,0,0
"LTK",4058,0,0,0
"MAGED1",9500,0,0,0
"MAML2",84441,0,0,0
"MAP3K6",9064,0,0,0
"MAP3K7",6885,0,0,0
"MBD6",114785,1,0,1
"MDS2",259283,0,0,0
"MEF2C",4208,0,0,0
"MEF2D",4209,1,1,0
"MERTK",10461,0,0,0
"MIB1",57534,0,0,0
"MIDEAS",91748,1,0,1
"MKI67",4288,0,0,0
"MKNK1",8569,0,0,0
"MLLT11",10962,0,0,0
"MNX1",3110,0,0,0
"MTCP1",4515,0,0,0
"MYO18A",399687,0,0,0
"MYO5A",4644,0,0,0
"NAB2",4665,0,0,0
"NACA",4666,0,0,0
"NBEAP1",606,0,0,0
"NCOA1",8648,0,0,0
"NCOA4",8031,0,0,0
"NFATC2",4773,0,0,0
"NFIB",4781,0,0,0
"NFKBIE",4794,0,0,0
"NOD1",10392,0,0,0
"NONO",4841,0,0,0
"NUTM2B",729262,0,0,0
"OLIG2",10215,0,0,0
"OMD",4958,0,0,0
"PAG1",55824,0,0,0
"PAK3",5063,0,0,0
"PARP2",10038,0,0,0
"PARP3",10039,0,0,0
"PASK",23178,0,0,0
"PATZ1",23598,0,0,0
"PC",5091,0,0,0
"PCLO",27445,0,0,0
"PCSK7",9159,0,0,0
"PDCD11",22984,0,0,0
"PHF1",5252,0,0,0
"PIK3C2B",5287,0,0,0
"POLQ",10721,0,0,0
"POU5F1",5460,0,0,0
"PPFIBP1",8496,0,0,0
"PPP1CB",5500,0,0,0
"PRCC",5546,0,0,0
"PRF1",5551,0,0,0
"PRKDC",5591,0,0,0
"PRSS1",5644,1,0,0
"PRSS8",5652,0,0,0
"PTK6",5753,0,0,0
"PTK7",5754,0,0,0
"PTPN13",5783,0,0,0
"PTPN6",5777,0,0,0
"PTPRB",5787,0,0,0
"PTPRC",5788,0,0,0
"PTPRK",5796,0,0,0
"RALGDS",5900,0,0,0
"RANBP2",5903,0,0,0
"RASGEF1A",221002,0,0,0
"RMI2",116028,0,0,0
"RNF217-AS1",7955,0,0,0
"RPL10",6134,0,0,0
"RPL5",6125,0,0,0
"RSPO3",84870,0,0,0
"RUNX2",860,0,0,0
"S1PR2",9294,0,0,0
"SALL4",57167,0,0,0
"SBDS",51119,0,0,0
"SEC31A",22872,0,0,0
"SEPTIN5",5413,0,0,0
"SEPTIN6",23157,0,0,0
"SEPTIN9",10801,0,0,0
"SERP2",387923,0,0,0
"SFPQ",6421,0,0,0
"SFRP1",6422,1,0,1
"SFRP2",6423,1,1,1
"SFRP4",6424,0,0,0
"SIX1",6495,0,0,0
"SLC1A2",6506,0,0,0
"SLC45A3",85414,0,0,0
"SMARCA1",6594,0,0,0
"SNCAIP",9627,0,0,0
"SND1",27044,0,0,0
"SNX29",92017,0,0,0
"SOCS2",8835,0,0,0
"SOX10",6663,0,0,0
"SS18L1",26039,0,0,0
"STAT1",6772,1,0,0
"STAT2",6773,1,0,0
"STAT4",6775,0,0,0
"STIL",6491,0,0,0
"STRN",6801,0,0,0
"TAF1",6872,0,0,0
"TCEA1",6917,0,0,0
"TCF12",6938,0,0,0
"TCL1B",9623,1,1,0
"TEC",7006,0,0,0
"TERC",7012,0,0,0
"TFEB",7942,0,0,0
"TFPT",29844,0,0,0
"TFRC",7037,0,0,0
"TIPARP",25976,0,0,0
"TLE1",7088,1,0,0
"TLE2",7089,1,0,0
"TLE3",7090,1,0,0
"TLE4",7091,1,0,0
"TLL2",7093,0,0,0
"TMEM30A",55754,0,0,0
"TMSB4XP8",7117,0,0,0
"TNFRSF11A",8792,0,0,0
"TPR",7175,0,0,0
"TRIM27",5987,0,0,0
"TRIM33",51592,0,0,0
"TRRAP",8295,0,0,0
"TTL",150465,0,0,0
"TUSC3",7991,0,0,0
"TYRO3",7301,0,0,0
"WAS",7454,0,0,0
"WDCP",80304,0,0,0
"WDR90",197335,0,0,0
"WRN",7486,0,0,0
"XPA",7507,0,0,0
"XPC",7508,0,0,0
"YPEL5",51646,0,0,0
"YWHAE",7531,0,0,0
"YY1",7528,1,1,0
"YY1AP1",55249,0,0,0
"ZBTB20",26137,1,1,1
"ZBTB7A",51341,0,0,0
"ZFP36L1",677,1,0,1
"ZMYM3",9203,0,0,0
"ZNF24",7572,0,0,0
"ZNF331",55422,0,0,0
"ZNF750",79755,1,0,1

